initial,day,period,subj1,class1,loc1,subj2,class2,loc2
AH,1,1,HIST,G9J,G9J,,,
AH,1,2,HIST,G11J,SR9,HIST,G11M,SR9
AH,1,2,HIST,G11S,SR9,,,
AH,1,5,HIST,G9M,G9M,,,
AH,1,6,HIST,G12J,SR9,HIST,G12T,SR9
AH,2,2,HIST,G12J,SR9,HIST,G12T,SR9
AH,2,4,HIST,G9L,G9L,,,
AH,2,5,HIST,G11J,SR9,HIST,G11M,SR9
AH,2,5,HIST,G11S,SR9,,,
AH,2,6,HIST,G9G,G9G,,,
AH,4,4,HIST,G11J,SR9,HIST,G11M,SR9
AH,4,4,HIST,G11S,SR9,,,
AH,4,5,HIST,G12J,SR9,HIST,G12T,SR9
AH,5,1,HIST,G9P,G9P,,,
AH,5,4,HIST,G11J,SR9,HIST,G11M,SR9
AH,5,4,HIST,G11S,SR9,,,
AH,5,5,HIST,G9D,G9D,,,
AH,5,6,HIST,G9S,G9S,,,
AK,1,1,MACO,G10J,SR11B,MACO,G10T,SR11B
AK,1,2,MATH,G7J,SR8,MATH,G7T,SR8
AK,1,5,MATH,G8G,G8G,,,
AK,1,6,MATH,G7P,G7P,,,
AK,2,1,MACO,G10J,SR11B,MACO,G10T,SR11B
AK,2,2,MATH,G7P,G7P,,,
AK,2,3,MATH,G8G,G8G,,,
AK,2,6,MATH,G7J,SR8,MATH,G7T,SR8
AK,3,2,MATH,G7J,SR8,MATH,G7T,SR8
AK,3,5,MACO,G10J,SR11B,MACO,G10T,SR11B
AK,4,2,MATH,G7P,G7P,,,
AK,4,3,MATH,G7J,SR8,MATH,G7T,SR8
AK,4,4,MATH,G8G,G8G,,,
AK,5,1,MATH,G8G,G8G,,,
AK,5,2,MATH,G7P,G7P,,,
AK,5,6,MACO,G10J,SR11B,MACO,G10T,SR11B
BT,1,1,ECON,G12J,G12T,ECON,G12T,G12T
BT,1,3,ECON,G11J,G11T,ECON,G11T,G11T
BT,1,4,ECON-X,G12P,G12P,ECON-X,G12T,G12P
BT,1,5,ECON-X,G11D,G11D,ECON-X,G11J,G11D
BT,1,5,ECON-X,G11P,G11D,ECON-X,G11T,G11D
BT,2,1,ECON,G11J,G11T,ECON,G11T,G11T
BT,2,2,ECON-X,G11D,G11D,ECON-X,G11J,G11D
BT,2,2,ECON-X,G11P,G11D,ECON-X,G11T,G11D
BT,3,2,ECON,G11J,G11T,ECON,G11T,G11T
BT,3,3,ECON,G12J,G12T,ECON,G12T,G12T
BT,3,5,ECON-X,G12P,G12P,ECON-X,G12T,G12P
BT,4,2,ECON,G12J,G12T,ECON,G12T,G12T
BT,4,3,ECON-X,G11D,G11D,ECON-X,G11J,G11D
BT,4,3,ECON-X,G11P,G11D,ECON-X,G11T,G11D
BT,5,1,ECON-X,G12P,G12P,ECON-X,G12T,G12P
BT,5,5,ECON,G11J,G11T,ECON,G11T,G11T
BT,5,6,ECON-X,G11D,G11D,ECON-X,G11J,G11D
BT,5,6,ECON-X,G11P,G11D,ECON-X,G11T,G11D
CAL,1,1,I&D,G8A,ILAB,,,
CAL,1,2,VA,G9S,ART,,,
CAL,1,3,D&T,G9J,DLAB,,,
CAL,1,5,I&D,G8P,DLAB,,,
CAL,2,4,I&D,G7J,DLAB,,,
CAL,3,3,VA,G7S,ART,,,
CAL,3,5,I&D,G8L,DLAB,,,
CAL,3,6,D&T,G9S,DLAB,,,
CAL,4,1,VA,G7A,ART,,,
CAL,4,4,VA,G9A,ART,,,
CAL,4,5,I&D,G8G,DLAB,,,
CAL,5,1,I&D,G7D,DLAB,,,
CAL,5,2,D&T,G9M,DLAB,,,
CAL,5,3,VA,G9M,ART,,,
CAL,5,6,VA,G9P,ART,,,
CC,1,3,CHIN,G10D,G10D,CHIN,G10S,G10D
CC,1,4,CHIN,G10D,G10D,CHIN,G10S,G10D
CC,1,5,CHIN,G9S,G9S,,,
CC,1,6,CHIN,G9S,G9S,,,
CC,2,1,CLP (non-lesson),CLP,SR5,,,
CC,2,3,CHIN,G10D,G10D,CHIN,G10S,G10D
CC,2,5,CLP (non-lesson),CLP,SR5,,,
CC,2,6,CHIN,G9S,G9S,,,
CC,3,1,CHIN,G10D,G10D,CHIN,G10S,G10D
CC,3,2,PTH,G7L,G7L,,,
CC,4,1,PTH,G7P,G7P,,,
CC,4,3,CHIN,G9S,G9S,,,
CC,4,4,PTH,G7D,G7D,,,
CC,5,1,PTH,G7T,G7T,,,
CC,5,3,PTH,G7G,G7G,,,
CC,5,5,CHIN,G10D,G10D,CHIN,G10S,G10D
CC,5,6,CLP (non-lesson),CLP,SR5,,,
CCY,1,1,GEOG,G12J,GEO,GEOG,G12T,GEO
CCY,1,3,GEOG,G11J,GEO,GEOG,G11T,GEO
CCY,1,4,GEOG,G8A,G8A,,,
CCY,2,1,GEOG,G11J,GEO,GEOG,G11T,GEO
CCY,2,6,GEOG-X,G10D,GEO,GEOG-X,G10J,GEO
CCY,2,6,GEOG-X,G10P,GEO,GEOG-X,G10T,GEO
CCY,3,1,GEOG,G8S,G8S,,,
CCY,3,2,GEOG,G11J,GEO,GEOG,G11T,GEO
CCY,3,3,GEOG,G12J,GEO,GEOG,G12T,GEO
CCY,3,6,GEOG,G8P,G8P,,,
CCY,4,1,GEOG-X,G10D,GEO,GEOG-X,G10J,GEO
CCY,4,1,GEOG-X,G10P,GEO,GEOG-X,G10T,GEO
CCY,4,2,GEOG,G12J,GEO,GEOG,G12T,GEO
CCY,5,1,GEOG,G8J,G8J,,,
CCY,5,2,GEOG-X,G10D,GEO,GEOG-X,G10J,GEO
CCY,5,2,GEOG-X,G10P,GEO,GEOG-X,G10T,GEO
CCY,5,5,GEOG,G11J,GEO,GEOG,G11T,GEO
CHC,1,2,PED,G11J,G11T,PED,G11M,G11T
CHC,1,2,PED,G11S,G11T,PED,G11T,G11T
CHC,1,3,PE,G8P,G8P,,,
CHC,1,4,PE,G7L,G7L,,,
CHC,2,1,PE,G8A,G8A,,,
CHC,2,2,PE,G8P,G8P,,,
CHC,2,4,PE,G8G,G8G,,,
CHC,2,6,PE,G11S,G11S,,,
CHC,4,2,PE,G9A,G9A,,,
CHC,4,3,PE,G8A,G8A,,,
CHC,4,4,PED,G11J,G11T,PED,G11M,G11T
CHC,4,4,PED,G11S,G11T,PED,G11T,G11T
CHC,5,2,PE,G8G,G8G,,,
CHC,5,3,PE,G12J,G12J,,,
CHC,5,4,PE,G10J,G10J,,,
CHC,5,5,PE,G11P,G11P,,,
CHN,1,1,MAM1,G10D,G10D,MAM1,G10S,G10D
CHN,1,3,MACO,G12J,G12J,,,
CHN,1,4,MACO,G11J,SR8,MACO,G11M,SR8
CHN,1,4,MACO,G11T,SR8,,,
CHN,2,1,MACO,G12J,G12J,,,
CHN,2,2,MATH,G7D,G7D,,,
CHN,2,5,MAM1,G10D,G10D,MAM1,G10S,G10D
CHN,3,2,MAM1,G10D,G10D,MAM1,G10S,G10D
CHN,3,5,MATH,G7D,G7D,,,
CHN,3,6,MACO,G11J,SR8,MACO,G11M,SR8
CHN,3,6,MACO,G11T,SR8,,,
CHN,4,1,MACO,G12J,G12J,,,
CHN,4,2,MACO,G11J,SR8,MACO,G11M,SR8
CHN,4,2,MACO,G11T,SR8,,,
CHN,4,3,MATH,G7D,G7D,,,
CHN,4,6,MAM1,G10D,G10D,MAM1,G10S,G10D
CHN,5,1,MAM1,G10D,G10D,MAM1,G10S,G10D
CHN,5,5,MACO,G12J,G12J,,,
CHN,5,6,MATH,G7D,G7D,,,
CKC,1,1,LIBS,G12P,G12P,,,
CKC,1,2,LIBS,G9J,G9J,,,
CKC,1,4,LIBS,G9S,G9S,,,
CKC,1,5,LIBS,G12J,SR2,LIBS,G12M,SR2
CKC,2,2,LIBS,G10P,G10P,,,
CKC,2,3,LIBS,G12P,G12P,,,
CKC,3,2,LIBS,G12J,SR2,LIBS,G12M,SR2
CKC,3,3,LIBS,G10P,G10P,,,
CKC,3,5,LIBS,G9P,G9P,,,
CKC,3,6,LIBS,G12P,G12P,,,
CKC,4,1,LIBS,G12P,G12P,,,
CKC,4,3,LIBS,G10P,G10P,,,
CKC,4,5,LIBS,G9A,G9A,,,
CKC,4,6,LIBS,G12J,SR2,LIBS,G12M,SR2
CKC,5,2,LIBS,G12J,SR2,LIBS,G12M,SR2
CKC,5,4,LIBS,G10P,G10P,,,
CKT,1,2,ICT,G11J,MMLC3,ICT,G11M,MMLC3
CKT,1,2,ICT,G11S,MMLC3,ICT,G11T,MMLC3
CKT,1,5,ICT,G10J,MMLC1,ICT,G10M,MMLC1
CKT,1,5,ICT,G10S,MMLC1,ICT,G10T,MMLC1
CKT,1,6,ICT,G12J,MMLC2,ICT,G12M,MMLC2
CKT,1,6,ICT,G12S,MMLC2,ICT,G12T,MMLC2
CKT,2,2,ICT,G12J,MMLC2,ICT,G12M,MMLC2
CKT,2,2,ICT,G12S,MMLC2,ICT,G12T,MMLC2
CKT,2,3,CL,G7A,MMLC3,,,
CKT,2,5,ICT,G11J,MMLC3,ICT,G11M,MMLC3
CKT,2,5,ICT,G11S,MMLC3,ICT,G11T,MMLC3
CKT,3,2,CL,G7S,MMLC2,,,
CKT,4,3,ICT,G10J,MMLC1,ICT,G10M,MMLC1
CKT,4,3,ICT,G10S,MMLC1,ICT,G10T,MMLC1
CKT,4,4,ICT,G11J,MMLC3,ICT,G11M,MMLC3
CKT,4,4,ICT,G11S,MMLC3,ICT,G11T,MMLC3
CKT,4,5,ICT,G12J,MMLC2,ICT,G12M,MMLC2
CKT,4,5,ICT,G12S,MMLC2,ICT,G12T,MMLC2
CKT,5,1,CL,G7J,MMLC3,,,
CKT,5,2,CL,G7G,MMLC3,,,
CKT,5,3,ICT,G10J,MMLC1,ICT,G10M,MMLC1
CKT,5,3,ICT,G10S,MMLC1,ICT,G10T,MMLC1
CKT,5,4,ICT,G11J,MMLC3,ICT,G11M,MMLC3
CKT,5,4,ICT,G11S,MMLC3,ICT,G11T,MMLC3
CKW,1,4,ELIT,G9D,G9D,,,
CKW,1,5,ENG,G11M,G11M,,,
CKW,1,6,ENG,G9D,G9D,,,
CKW,2,1,ENG,G9D,G9D,,,
CKW,2,3,ENG,G11M,G11M,,,
CKW,2,5,ENG,G12T,G12T,,,
CKW,2,6,ENG,G12T,G12T,,,
CKW,3,1,ENG,G12T,G12T,,,
CKW,3,5,ENG,G9D,G9D,,,
CKW,4,1,ENG,G11M,G11M,,,
CKW,4,3,ELIT,G9D,G9D,,,
CKW,4,5,ENG,G9D,G9D,,,
CKW,5,3,ENG,G11M,G11M,,,
CKW,5,4,ENG,G12T,G12T,,,
CLC,1,2,LIBS,G7D,G7D,,,
CLC,1,5,LIBS,G7A,G7A,,,
CLC,1,6,LIBS,G7J,G7J,,,
CLC,2,2,LIBS,G8M,G8M,,,
CLC,2,3,LIBS,G7G,G7G,,,
CLC,2,6,LIBS,G8G,G8G,,,
CLC,3,2,LIBS,G8A,G8A,,,
CLC,4,3,LIBS,G8P,G8P,,,
CLC,4,5,LIBS,G7P,G7P,,,
CLC,4,6,LIBS,G7S,G7S,,,
CLC,5,1,LIBS,G7L,G7L,,,
CLC,5,6,LIBS,G7M,G7M,,,
CLH,1,2,LIBS,G12D,G12D,,,
CLH,1,3,LIBS,G11D,G11D,,,
CLH,1,5,LIBS,G12J,SR1,LIBS,G12M,SR1
CLH,1,5,LIBS,G12T,SR1,,,
CLH,1,6,LIBS,G10J,G10J,,,
CLH,2,5,LIBS,G10J,G10J,,,
CLH,2,6,LIBS,G12D,G12D,,,
CLH,3,1,LIBS,G11D,G11D,,,
CLH,3,2,LIBS,G12J,SR1,LIBS,G12M,SR1
CLH,3,2,LIBS,G12T,SR1,,,
CLH,3,3,LIBS,G10J,G10J,,,
CLH,4,4,LIBS,G11D,G11D,,,
CLH,4,5,LIBS,G10J,G10J,,,
CLH,4,6,LIBS,G12J,SR1,LIBS,G12M,SR1
CLH,4,6,LIBS,G12T,SR1,,,
CLH,5,2,LIBS,G12J,SR1,LIBS,G12M,SR1
CLH,5,2,LIBS,G12T,SR1,,,
CLH,5,3,LIBS,G12D,G12D,,,
CLH,5,4,LIBS,G12D,G12D,,,
CMT,1,2,CHIN,G12T,G12T,,,
CMT,1,3,CHIN,G10M,G10P,CHIN,G10P,G10P
CMT,1,4,CHIN,G10M,G10P,CHIN,G10P,G10P
CMT,1,5,CHIN,G7D,G7D,,,
CMT,2,1,CLP (non-lesson),CLP,SR5,,,
CMT,2,2,CLP (non-lesson),CLP,SR5,,,
CMT,2,3,CHIN,G12T,G12T,,,
CMT,2,5,CHIN,G7D,G7D,,,
CMT,2,6,CHIN,G7D,G7D,,,
CMT,3,2,CHIN,G10M,G10P,CHIN,G10P,G10P
CMT,4,2,CHIN,G10M,G10P,CHIN,G10P,G10P
CMT,4,3,CHIN,G12T,G12T,,,
CMT,4,4,CHIN,G12T,G12T,,,
CMT,4,5,CHIN,G7D,G7D,,,
CMT,5,1,PTH,G9D,G9D,,,
CMT,5,2,CHIN,G7D,G7D,,,
CMT,5,5,CHIN,G10M,G10P,CHIN,G10P,G10P
CMT,5,6,CLP (non-lesson),CLP,SR5,,,
CPW,1,1,MACO,G10D,SR10A,MACO,G10S,SR10A
CPW,1,3,MACO,G12D,G12P,MACO,G12P,G12P
CPW,1,3,MACO,G12S,G12P,,,
CPW,1,4,MACO,G11M,G11M,,,
CPW,2,1,MACO,G12D,G12P,MACO,G12P,G12P
CPW,2,1,MACO,G12S,G12P,,,
CPW,2,3,MACO,G11D,SR7,MACO,G11P,SR7
CPW,2,3,MACO,G11S,SR7,,,
CPW,2,5,MACO,G10D,SR10A,MACO,G10S,SR10A
CPW,3,2,MACO,G10D,SR10A,MACO,G10S,SR10A
CPW,3,3,MACO,G12D,G12P,MACO,G12P,G12P
CPW,3,3,MACO,G12S,G12P,,,
CPW,3,6,MACO,G11M,G11M,,,
CPW,4,1,MACO,G11D,SR7,MACO,G11P,SR7
CPW,4,1,MACO,G11S,SR7,,,
CPW,4,2,MACO,G11M,G11M,,,
CPW,5,1,MACO,G10D,SR10A,MACO,G10S,SR10A
CPW,5,3,MACO,G11D,SR7,MACO,G11P,SR7
CPW,5,3,MACO,G11S,SR7,,,
CPW,5,6,MACO,G12D,G12P,MACO,G12P,G12P
CPW,5,6,MACO,G12S,G12P,,,
CT,1,1,BAFS,G12J,SR2,BAFS,G12T,SR2
CT,1,2,BAFS-Y,G11J,G11M,BAFS-Y,G11M,G11M
CT,1,2,BAFS-Y,G11S,G11M,BAFS-Y,G11T,G11M
CT,1,3,BAFS,G11J,G11J,BAFS,G11T,G11J
CT,1,6,BAFS-Y,G12J,G12T,BAFS-Y,G12M,G12T
CT,1,6,BAFS-Y,G12S,G12T,BAFS-Y,G12T,G12T
CT,2,1,BAFS,G11J,G11J,BAFS,G11T,G11J
CT,2,2,BAFS-Y,G12J,G12T,BAFS-Y,G12M,G12T
CT,2,2,BAFS-Y,G12S,G12T,BAFS-Y,G12T,G12T
CT,2,5,BAFS-Y,G11J,G11M,BAFS-Y,G11M,G11M
CT,2,5,BAFS-Y,G11S,G11M,BAFS-Y,G11T,G11M
CT,3,2,BAFS,G11J,G11J,BAFS,G11T,G11J
CT,3,3,BAFS,G12J,SR2,BAFS,G12T,SR2
CT,4,2,BAFS,G12J,SR2,BAFS,G12T,SR2
CT,4,4,BAFS-Y,G11J,G11M,BAFS-Y,G11M,G11M
CT,4,4,BAFS-Y,G11S,G11M,BAFS-Y,G11T,G11M
CT,4,5,BAFS-Y,G12J,G12T,BAFS-Y,G12M,G12T
CT,4,5,BAFS-Y,G12S,G12T,BAFS-Y,G12T,G12T
CT,5,4,BAFS-Y,G11J,G11M,BAFS-Y,G11M,G11M
CT,5,4,BAFS-Y,G11S,G11M,BAFS-Y,G11T,G11M
CT,5,5,BAFS,G11J,G11J,BAFS,G11T,G11J
CTC,1,2,I&D,G8J,ILAB,,,
CTC,1,4,D&T,G9A,ILAB,,,
CTC,1,6,I&D,G7S,ILAB,,,
CTC,2,1,I&D,G7P,ILAB,,,
CTC,2,3,I&D,G7T,ILAB,,,
CTC,2,5,D&T,G9P,DLAB,,,
CTC,2,6,I&D,G7L,DLAB,,,
CTC,3,1,D&T,G9G,ILAB,,,
CTC,3,3,I&D,G7M,DLAB,,,
CTC,4,3,I&D,G7G,DLAB,,,
CTC,4,4,I&D,G7A,DLAB,,,
CTC,4,6,I&D,G8S,ILAB,,,
CTC,5,3,D&T,G9L,DLAB,,,
CTC,5,4,I&D,G8M,DLAB,,,
CTC,5,5,D&T,G9T,ILAB,,,
CW,1,3,D&T,G9J,ILAB,,,
CW,1,4,D&T,G9A,DLAB,,,
CW,1,5,I&D,G8P,ILAB,,,
CW,1,6,I&D,G7S,DLAB,,,
CW,2,2,I&D,G8T,DLAB,,,
CW,2,4,I&D,G7J,ILAB,,,
CW,2,5,D&T,G9P,ILAB,,,
CW,3,1,D&T,G9G,DLAB,,,
CW,3,5,I&D,G8L,ILAB,,,
CW,3,6,D&T,G9S,ILAB,,,
CW,4,1,D&T,G9D,DLAB,,,
CW,4,2,I&D,G8D,ILAB,,,
CW,5,2,D&T,G9M,ILAB,,,
CW,5,3,D&T,G9L,ILAB,,,
CWL,1,1,ECON,G12J,SR1,ECON,G12T,SR1
CWL,1,2,BAFS-Y,G11J,G11J,BAFS-Y,G11M,G11J
CWL,1,2,BAFS-Y,G11S,G11J,BAFS-Y,G11T,G11J
CWL,1,4,ECON-X,G12D,G12D,ECON-X,G12J,G12D
CWL,1,5,BAFS-Y,G10J,G10M,BAFS-Y,G10M,G10M
CWL,1,5,BAFS-Y,G10S,G10M,BAFS-Y,G10T,G10M
CWL,2,3,ECON,G10J,G10T,ECON,G10T,G10T
CWL,2,5,BAFS-Y,G11J,G11J,BAFS-Y,G11M,G11J
CWL,2,5,BAFS-Y,G11S,G11J,BAFS-Y,G11T,G11J
CWL,2,6,ECON-X,G10D,G10D,ECON-X,G10J,G10D
CWL,2,6,ECON-X,G10P,G10D,ECON-X,G10T,G10D
CWL,3,1,ECON,G10J,G10T,ECON,G10T,G10T
CWL,3,3,ECON,G12J,SR1,ECON,G12T,SR1
CWL,3,5,ECON-X,G12D,G12D,ECON-X,G12J,G12D
CWL,4,1,ECON-X,G10D,G10D,ECON-X,G10J,G10D
CWL,4,1,ECON-X,G10P,G10D,ECON-X,G10T,G10D
CWL,4,2,ECON,G12J,SR1,ECON,G12T,SR1
CWL,4,3,BAFS-Y,G10J,G10M,BAFS-Y,G10M,G10M
CWL,4,3,BAFS-Y,G10S,G10M,BAFS-Y,G10T,G10M
CWL,4,4,BAFS-Y,G11J,G11J,BAFS-Y,G11M,G11J
CWL,4,4,BAFS-Y,G11S,G11J,BAFS-Y,G11T,G11J
CWL,4,6,ECON,G10J,G10T,ECON,G10T,G10T
CWL,5,1,ECON-X,G12D,G12D,ECON-X,G12J,G12D
CWL,5,2,ECON-X,G10D,G10D,ECON-X,G10J,G10D
CWL,5,2,ECON-X,G10P,G10D,ECON-X,G10T,G10D
CWL,5,3,BAFS-Y,G10J,G10M,BAFS-Y,G10M,G10M
CWL,5,3,BAFS-Y,G10S,G10M,BAFS-Y,G10T,G10M
CWL,5,4,BAFS-Y,G11J,G11J,BAFS-Y,G11M,G11J
CWL,5,4,BAFS-Y,G11S,G11J,BAFS-Y,G11T,G11J
CYW,1,2,MATH,G9M,G9M,,,
CYW,1,3,MACO,G12M,G12M,,,
CYW,2,1,MACO,G12M,G12M,,,
CYW,2,2,MATH,G9M,G9M,,,
CYW,2,3,MATH,G8L,G8L,,,
CYW,2,6,MATH,G8J,SR7,MATH,G8T,SR7
CYW,3,1,MATH,G8L,G8L,,,
CYW,3,3,MATH,G9M,G9M,,,
CYW,3,6,MATH,G8J,SR7,MATH,G8T,SR7
CYW,4,1,MATH,G9M,G9M,,,
CYW,4,2,MACO,G12M,G12M,,,
CYW,4,4,MATH,G8L,G8L,,,
CYW,4,5,MATH,G8J,SR7,MATH,G8T,SR7
CYW,5,3,MATH,G8L,G8L,,,
CYW,5,4,MATH,G8J,SR7,MATH,G8T,SR7
CYW,5,5,MACO,G12M,G12M,,,
CYY,1,1,LIBS,G8D,G8D,,,
CYY,1,5,LIBS,G12T,G12T,,,
CYY,1,6,LIBS,G10M,G10M,,,
CYY,2,1,LIBS,G10D,G10D,,,
CYY,2,2,LIBS,G11S,SR11B,,,
CYY,2,5,LIBS,G10M,G10M,,,
CYY,3,1,LIBS,G11S,SR11B,,,
CYY,3,2,LIBS,G12T,G12T,,,
CYY,3,3,LIBS,G10M,G10M,,,
CYY,3,5,LIBS,G10D,G10D,,,
CYY,4,2,LIBS,G10D,G10D,,,
CYY,4,5,LIBS,G10M,G10M,,,
CYY,4,6,LIBS,G12T,G12T,,,
CYY,5,1,LIBS,G11S,SR11B,,,
CYY,5,2,LIBS,G12T,G12T,,,
CYY,5,3,LIBS,G10D,G10D,,,
DYC,1,1,ENG,G9L,G9L,,,
DYC,1,2,ENG,G10J,G10J,,,
DYC,1,3,ENG,G7S,G7S,,,
DYC,1,6,ELIT,G7A,G7A,,,
DYC,2,2,ENG,G10J,G10J,,,
DYC,2,4,ENG,G7S,G7S,,,
DYC,2,6,ENG,G9L,G9L,,,
DYC,3,5,ENG,G7S,G7S,,,
DYC,3,6,ENG,G9L,G9L,,,
DYC,4,1,ENG,G7S,G7S,,,
DYC,4,2,ELIT,G7A,G7A,,,
DYC,4,4,ENG,G10J,G10J,,,
DYC,4,5,ELIT,G7S,G7S,,,
DYC,5,1,ENG,G10J,G10J,,,
DYC,5,3,ELIT,G7S,G7S,,,
DYC,5,4,ENG,G9L,G9L,,,
EW,1,1,LIBS,G12P,SR4,LIBS,G12S,SR4
EW,1,2,LIBS,G12D,SR4,,,
EW,2,2,LIBS,G11S,G11S,,,
EW,2,3,LIBS,G12P,SR4,LIBS,G12S,SR4
EW,2,6,LIBS,G12D,SR4,,,
EW,3,1,LIBS,G11S,G11S,,,
EW,3,6,LIBS,G12P,SR4,LIBS,G12S,SR4
EW,4,1,LIBS,G12P,SR4,LIBS,G12S,SR4
EW,5,1,LIBS,G11S,G11S,,,
EW,5,3,LIBS,G12D,SR4,,,
EW,5,4,LIBS,G12D,SR4,,,
FK,1,1,RE,G7S,G7S,,,
FK,1,3,RE,G8M,G8M,,,
FK,1,4,RE,G8T,G8T,,,
FK,1,6,RE,G9J,G9J,,,
FK,2,1,RE,G7L,G7L,,,
FK,2,2,RE,G9G,G9G,,,
FK,2,3,CLP (non-lesson),CLP,GSCC,,,
FK,2,5,RE,G9L,G9L,,,
FK,2,6,RE,G9M,G9M,,,
FK,3,5,RE,G8P,G8P,,,
FK,4,2,RE,G8S,G8S,,,
FK,4,4,RE,G7T,G7T,,,
FK,4,5,RE,G8L,G8L,,,
FK,4,6,RE,G7P,G7P,,,
FK,5,3,RE,G9S,G9S,,,
FS,1,2,MUS,G9G,MUS,,,
FS,1,6,MUS,G9P,MUS,,,
FS,2,2,MUS,G9T,MUS,,,
FS,3,1,MUS,G9A,MUS,,,
FS,3,2,CLP (non-lesson),CLP,GSCC,,,
FS,3,3,MUS,G9J,MUS,,,
FS,4,3,MUS,G9M,MUS,,,
FS,5,4,MUS,G9S,MUS,,,
FS,5,5,MUS,G9L,MUS,,,
FS,5,6,MUS,G9D,MUS,,,
FW,1,1,LIBS,G12S,G12S,,,
FW,1,3,LIBS,G11D,SR10A,,,
FW,2,1,LIBS,G10D,SR10A,,,
FW,2,2,LIBS,G10P,SR10A,,,
FW,2,3,LIBS,G12S,G12S,,,
FW,3,1,LIBS,G11D,SR10A,,,
FW,3,3,LIBS,G10P,SR10A,,,
FW,3,5,LIBS,G10D,SR10A,,,
FW,3,6,LIBS,G12S,G12S,,,
FW,4,1,LIBS,G12S,G12S,,,
FW,4,2,LIBS,G10D,SR10A,,,
FW,4,3,LIBS,G10P,SR10A,,,
FW,4,4,LIBS,G11D,SR10A,,,
FW,5,3,LIBS,G10D,SR10A,,,
FW,5,4,LIBS,G10P,SR10A,,,
FYC,1,1,CHIN,G11S,G11S,,,
FYC,1,2,CHIN,G8S,G8S,,,
FYC,1,4,CHIS,G7P,G7P,,,
FYC,1,5,CLP (non-lesson),CLP,SR5,,,
FYC,1,6,CHIN,G8J,SR10A,CHIN,G8T,SR10A
FYC,2,1,CLP (non-lesson),CLP,SR5,,,
FYC,2,2,CHIS,G7J,G7J,,,
FYC,2,3,CHIN,G8J,SR10A,CHIN,G8T,SR10A
FYC,2,4,CHIN,G8J,SR10A,CHIN,G8T,SR10A
FYC,3,3,CHIN,G8S,G8S,,,
FYC,3,5,CHIN,G11S,G11S,,,
FYC,3,6,CLP (non-lesson),CLP,SR5,,,
FYC,4,1,CHIN,G8J,SR10A,CHIN,G8T,SR10A
FYC,4,3,CHIN,G8S,G8S,,,
FYC,4,5,CHIN,G11S,G11S,,,
FYC,4,6,CHIN,G11S,G11S,,,
FYC,5,2,CHIN,G8J,SR10A,CHIN,G8T,SR10A
FYC,5,5,CHIN,G8S,G8S,,,
FYC,5,6,CHIN,G8S,G8S,,,
FYL,1,1,MACO,G10J,G10J,,,
FYL,1,2,MATH,G7J,G7J,,,
FYL,1,4,MATH,G9J,G9J,,,
FYL,2,1,MACO,G10J,G10J,,,
FYL,2,3,MATH,G9P,G9P,,,
FYL,2,5,MATH,G9J,G9J,,,
FYL,2,6,MATH,G7J,G7J,,,
FYL,3,1,MATH,G9J,G9J,,,
FYL,3,2,MATH,G7J,G7J,,,
FYL,3,3,MATH,G9P,G9P,,,
FYL,3,5,MACO,G10J,G10J,,,
FYL,4,3,MATH,G7J,G7J,,,
FYL,4,4,MATH,G9P,G9P,,,
FYL,4,6,MATH,G9J,G9J,,,
FYL,5,5,MATH,G9P,G9P,,,
FYL,5,6,MACO,G10J,G10J,,,
GY,1,1,MUS,G8J,G8J,,,
GY,1,3,MUS,G8T,G8T,,,
GY,1,4,MUS,G8L,G8L,,,
GY,1,5,MUS,G8D,G8D,,,
GY,2,3,MUS,G7P,MUS,,,
GY,2,5,MUS,G8G,G8G,,,
GY,2,6,MUS,G8A,G8A,,,
GY,3,2,CLP (non-lesson),CLP,GSCC,,,
GY,3,6,MUS,G7D,MUS,,,
GY,4,2,MUS,G7M,MUS,,,
GY,4,4,MUS,G8M,G8M,,,
GY,4,5,MUS,G7J,MUS,,,
GY,4,6,MUS,G8P,G8P,,,
GY,5,2,MUS,G7T,MUS,,,
GY,5,3,MUS,G8S,G8S,,,
HKC,1,1,CHIN,G9P,G9P,,,
HKC,1,2,CHIN,G9P,G9P,,,
HKC,1,5,CHIN,G7L,G7L,,,
HKC,1,6,CHIN,G7L,G7L,,,
HKC,2,1,CLP (non-lesson),CLP,SR5,,,
HKC,2,2,CHIN,G9P,G9P,,,
HKC,2,3,CHIN,G7L,G7L,,,
HKC,2,4,CHIN,G9T,G9T,,,
HKC,2,5,CLP (non-lesson),CLP,SR5,,,
HKC,3,6,PTH,G8S,G8S,,,
HKC,4,1,PTH,G8M,G8M,,,
HKC,4,3,CHIN,G9T,G9T,,,
HKC,4,4,CHIN,G9T,G9T,,,
HKC,4,6,CHIN,G7L,G7L,,,
HKC,5,2,CHIN,G9T,G9T,,,
HKC,5,3,CHIN,G7L,G7L,,,
HKC,5,4,CHIN,G9P,G9P,,,
HKC,5,5,PTH,G8A,G8A,,,
HML,1,2,BIO-Y,G11J,BIO,BIO-Y,G11M,BIO
HML,1,2,BIO-Y,G11S,BIO,BIO-Y,G11T,BIO
HML,1,3,BIO,G11M,BIO,BIO,G11P,BIO
HML,2,4,FIS,G9P,BIO,,,
HML,2,5,BIO-Y,G11J,G11S,BIO-Y,G11M,G11S
HML,2,5,BIO-Y,G11S,G11S,BIO-Y,G11T,G11S
